id,cliente_sexo,loja_cidade,produto_produto,produto_valor,cliente_idade,promoção,pg
482,M,Brasília,laptop_básico,2300.0,73,0,1
483,F,Rio_de_Janeiro,laptop_básico,2300.0,54,0,0
484,M,Belo_Horizonte,mouse,20.0,60,0,1
485,M,Rio_de_Janeiro,laptop_básico,2300.0,64,1,0
486,F,Brasília,laptop_básico,2300.0,53,1,1
487,F,Vitória,laptop_básico,2300.0,63,1,1
488,F,Rio_de_Janeiro,laptop_básico,2300.0,37,1,0
489,F,Palmas,laptop_básico,2300.0,22,0,1
490,M,Vitória,xxx_231a,321.1352,37,1,1
491,M,Rio_de_Janeiro,laptop_básico,2300.0,64,0,0
492,M,Salvador,mouse,20.0,64,1,1
493,M,São_Paulo,laptop_básico,2300.0,82,0,1
494,M,Palmas,cadeira,540.0,55,1,1
495,F,Salvador,laptop_básico,2300.0,68,0,1
496,F,Rio_de_Janeiro,monitor,1500.0,20,1,1
497,F,Rio_de_Janeiro,monitor,1500.0,20,0,0
498,F,Rio_de_Janeiro,xxx_231a,321.1352,26,1,0
499,M,Rio_de_Janeiro,laptop_básico,2300.0,88,0,0
500,F,Rio_de_Janeiro,laptop_básico,2300.0,74,0,0
501,F,Palmas,laptop_básico,2300.0,62,1,1
502,F,Vitória,laptop_básico,2300.0,69,1,1
503,F,Rio_de_Janeiro,mouse,20.0,60,1,1
504,F,Santa_Catarina,mesa,860.0,37,0,0
505,F,Palmas,cadeira,540.0,32,0,1
506,F,Belo_Horizonte,laptop_básico,2300.0,37,0,1
507,F,Palmas,impressora,700.0,42,1,1
508,F,Vitória,monitor,1500.0,69,0,1
509,M,Recife,mesa,860.0,43,1,0
510,M,Vitória,impressora,700.0,28,0,1
511,M,Rio_de_Janeiro,monitor,1500.0,71,0,1
512,F,Belo_Horizonte,teclado,30.0,73,1,1
513,M,Rio_de_Janeiro,laptop_básico,2300.0,71,0,0
514,F,Rio_de_Janeiro,mesa,860.0,26,0,0
515,F,Vitória,mesa,860.0,20,0,1
516,M,Salvador,laptop_básico,2300.0,25,1,1
517,F,Vitória,monitor,1500.0,42,0,1
518,F,Rio_de_Janeiro,laptop_básico,2300.0,46,0,0
519,M,Rio_de_Janeiro,carregador,150.0,41,0,0
520,F,Belo_Horizonte,laptop_básico,2300.0,20,0,1
521,M,Salvador,laptop_básico,2300.0,20,1,1
522,F,Belo_Horizonte,laptop_básico,2300.0,43,0,1
523,M,Belo_Horizonte,mouse,20.0,51,1,1
524,M,Santa_Catarina,laptop_básico,2300.0,35,0,1
525,F,Salvador,laptop_básico,2300.0,23,0,1
526,M,Rio_de_Janeiro,laptop_básico,2300.0,49,0,1
527,M,Rio_de_Janeiro,mesa,860.0,34,0,0
528,M,Curitiba,carregador,150.0,51,0,1
529,M,Brasília,laptop_básico,2300.0,62,1,1
530,M,Recife,xxx_231a,321.1352,42,1,1
531,F,Curitiba,laptop_básico,2300.0,44,0,1
532,M,Palmas,laptop_gamer,5300.0,29,1,1
533,M,Salvador,laptop_básico,2300.0,36,1,1
534,M,Curitiba,mesa,860.0,75,1,1
535,F,Recife,laptop_básico,2300.0,75,0,1
536,F,Rio_de_Janeiro,mouse,20.0,29,1,0
537,M,Rio_de_Janeiro,monitor,1500.0,51,1,1
538,F,Belo_Horizonte,monitor,1500.0,87,1,1
539,F,Rio_de_Janeiro,laptop_básico,2300.0,24,0,0
540,M,São_Paulo,laptop_básico,2300.0,60,1,1
541,M,Santa_Catarina,mouse,20.0,85,1,1
542,M,Rio_de_Janeiro,laptop_básico,2300.0,82,0,0
543,M,Rio_de_Janeiro,laptop_básico,2300.0,53,0,0
544,F,Vitória,xxx_231a,321.1352,20,0,1
545,F,São_Paulo,mesa,860.0,79,1,1
546,F,Vitória,laptop_gamer,5300.0,41,0,1
547,F,Rio_de_Janeiro,xxx_231a,321.1352,26,0,0
548,M,Rio_de_Janeiro,teclado,30.0,85,1,0
549,F,Palmas,carregador,150.0,72,1,1
550,M,Salvador,laptop_básico,2300.0,49,0,0
551,M,Belo_Horizonte,laptop_básico,2300.0,80,0,1
552,M,Vitória,xxx_231a,321.1352,44,0,1
553,M,Rio_de_Janeiro,laptop_básico,2300.0,58,0,0
554,F,Rio_de_Janeiro,monitor,1500.0,23,0,0
555,M,Vitória,carregador,150.0,49,0,1
556,M,Vitória,laptop_básico,2300.0,71,0,1
557,M,São_Paulo,laptop_básico,2300.0,74,1,1
558,M,Rio_de_Janeiro,monitor,1500.0,32,0,0
559,M,Rio_de_Janeiro,cadeira,540.0,76,0,0
560,F,Vitória,laptop_básico,2300.0,84,0,0
561,M,Palmas,laptop_básico,2300.0,65,1,1
562,F,Belo_Horizonte,laptop_básico,2300.0,21,0,1
563,F,Santa_Catarina,laptop_básico,2300.0,26,1,1
564,M,Palmas,teclado,30.0,32,1,1
565,F,Rio_de_Janeiro,laptop_gamer,5300.0,76,0,0
566,F,Santa_Catarina,laptop_básico,2300.0,73,1,1
567,M,Vitória,impressora,700.0,75,1,1
568,F,Vitória,laptop_básico,2300.0,76,0,1
569,F,Palmas,laptop_básico,2300.0,60,0,1
570,M,Rio_de_Janeiro,mouse,20.0,52,0,0
571,F,Brasília,monitor,1500.0,22,1,1
572,F,Rio_de_Janeiro,laptop_básico,2300.0,46,1,0
573,F,Vitória,cadeira,540.0,69,1,1
574,F,Brasília,laptop_básico,2300.0,28,0,0
575,M,São_Paulo,impressora,700.0,20,1,1
576,M,Rio_de_Janeiro,laptop_básico,2300.0,43,1,1
577,F,Vitória,laptop_básico,2300.0,55,0,1
578,F,Belo_Horizonte,teclado,30.0,25,0,1
579,F,Santa_Catarina,cadeira,540.0,64,0,1
580,M,Rio_de_Janeiro,laptop_básico,2300.0,50,0,0
581,M,Belo_Horizonte,laptop_básico,2300.0,58,0,1
582,F,Vitória,laptop_básico,2300.0,37,1,1
583,F,Palmas,impressora,700.0,43,0,1
584,F,Recife,laptop_básico,2300.0,55,0,1
585,M,Belo_Horizonte,impressora,700.0,38,0,0
586,F,Recife,teclado,30.0,46,0,1
587,M,Palmas,carregador,150.0,71,1,1
588,M,São_Paulo,mouse,20.0,75,1,1
589,M,São_Paulo,laptop_básico,2300.0,39,1,1
590,F,Recife,laptop_gamer,5300.0,68,0,0
591,M,Vitória,teclado,30.0,30,1,1
592,M,Rio_de_Janeiro,laptop_básico,2300.0,66,0,0
593,F,Rio_de_Janeiro,laptop_básico,2300.0,78,0,0
594,F,Rio_de_Janeiro,xxx_231a,321.1352,73,1,0
595,F,Rio_de_Janeiro,cadeira,540.0,79,0,0
596,F,Palmas,laptop_básico,2300.0,69,1,0
597,M,Vitória,laptop_gamer,5300.0,81,0,0
598,F,Rio_de_Janeiro,laptop_básico,2300.0,43,0,1
599,M,Rio_de_Janeiro,laptop_básico,2300.0,27,0,1
600,F,São_Paulo,mouse,20.0,61,1,1
601,M,Salvador,impressora,700.0,31,1,1
602,F,Rio_de_Janeiro,laptop_básico,2300.0,87,0,1
603,M,Rio_de_Janeiro,laptop_básico,2300.0,58,1,1
604,F,Rio_de_Janeiro,laptop_básico,2300.0,51,0,0
605,M,Salvador,laptop_básico,2300.0,39,1,1
606,F,São_Paulo,laptop_básico,2300.0,26,1,1
607,F,Rio_de_Janeiro,laptop_básico,2300.0,56,0,0
608,M,Palmas,xxx_231a,321.1352,64,0,1
609,F,Palmas,mouse,20.0,45,1,1
610,M,Rio_de_Janeiro,laptop_básico,2300.0,61,1,1
611,F,Recife,laptop_básico,2300.0,85,0,1
612,M,Curitiba,laptop_básico,2300.0,52,0,1
613,F,Rio_de_Janeiro,laptop_básico,2300.0,33,0,0
614,M,São_Paulo,laptop_básico,2300.0,47,0,1
615,F,Salvador,carregador,150.0,81,0,1
616,M,Rio_de_Janeiro,laptop_básico,2300.0,28,0,1
617,M,Belo_Horizonte,laptop_gamer,5300.0,21,0,1
618,F,Rio_de_Janeiro,laptop_básico,2300.0,84,0,0
619,F,Vitória,monitor,1500.0,27,0,1
620,M,Rio_de_Janeiro,laptop_básico,2300.0,75,0,0
621,M,Brasília,xxx_231a,321.1352,59,0,1
622,M,Salvador,teclado,30.0,26,0,1
623,F,Rio_de_Janeiro,laptop_gamer,5300.0,84,0,0
624,M,Vitória,xxx_231a,321.1352,87,0,1
625,M,Santa_Catarina,teclado,30.0,56,0,0
626,M,Rio_de_Janeiro,laptop_básico,2300.0,32,0,0
627,M,Rio_de_Janeiro,laptop_básico,2300.0,85,0,0
628,M,Santa_Catarina,cadeira,540.0,43,1,0
629,M,Rio_de_Janeiro,laptop_gamer,5300.0,25,0,0
630,F,Rio_de_Janeiro,laptop_básico,2300.0,42,0,1
631,F,Rio_de_Janeiro,laptop_básico,2300.0,80,0,0
632,M,Rio_de_Janeiro,xxx_231a,321.1352,24,1,1
633,M,Salvador,laptop_básico,2300.0,47,0,1
634,M,Santa_Catarina,laptop_básico,2300.0,21,1,1
635,F,Recife,carregador,150.0,41,0,1
636,M,Brasília,laptop_básico,2300.0,37,1,1
637,M,Recife,carregador,150.0,34,0,1
638,M,Salvador,laptop_gamer,5300.0,82,0,1
639,F,Rio_de_Janeiro,laptop_básico,2300.0,23,0,0
640,F,Palmas,impressora,700.0,33,1,1
641,M,Curitiba,laptop_básico,2300.0,48,1,1
642,M,Rio_de_Janeiro,laptop_básico,2300.0,42,1,0
643,M,Brasília,cadeira,540.0,45,1,1
644,M,Santa_Catarina,laptop_básico,2300.0,54,1,0
645,F,Belo_Horizonte,laptop_básico,2300.0,88,1,1
646,M,Palmas,cadeira,540.0,71,0,1
647,F,Rio_de_Janeiro,mesa,860.0,56,0,0
648,F,Brasília,laptop_básico,2300.0,49,0,1
649,F,Palmas,laptop_básico,2300.0,28,0,1
650,M,Brasília,laptop_básico,2300.0,26,0,1
651,M,Rio_de_Janeiro,laptop_básico,2300.0,28,1,0
652,F,Rio_de_Janeiro,cadeira,540.0,25,0,0
653,M,Santa_Catarina,laptop_básico,2300.0,72,0,1
654,F,Salvador,laptop_gamer,5300.0,73,0,0
655,M,Rio_de_Janeiro,laptop_básico,2300.0,78,0,0
656,F,Vitória,cadeira,540.0,55,0,1
657,M,Belo_Horizonte,impressora,700.0,25,0,0
658,F,Palmas,xxx_231a,321.1352,76,1,1
659,F,Rio_de_Janeiro,xxx_231a,321.1352,34,1,1
660,F,Vitória,mouse,20.0,23,0,1
661,F,Rio_de_Janeiro,laptop_básico,2300.0,61,0,0
662,M,São_Paulo,laptop_básico,2300.0,58,1,0
663,M,Brasília,impressora,700.0,47,1,1
664,F,São_Paulo,impressora,700.0,38,0,1
665,F,Salvador,mouse,20.0,42,0,1
666,F,Santa_Catarina,mouse,20.0,41,0,1
667,M,Brasília,cadeira,540.0,28,0,1
668,M,Rio_de_Janeiro,carregador,150.0,82,0,0
669,F,Rio_de_Janeiro,xxx_231a,321.1352,26,0,0
670,F,Rio_de_Janeiro,laptop_básico,2300.0,22,1,1
671,F,Vitória,mouse,20.0,76,0,1
672,F,Brasília,teclado,30.0,42,0,1
673,M,São_Paulo,mouse,20.0,65,0,0
674,F,Belo_Horizonte,laptop_básico,2300.0,27,0,1
675,M,Rio_de_Janeiro,monitor,1500.0,37,1,1
676,M,Recife,laptop_básico,2300.0,66,1,1
677,M,Salvador,impressora,700.0,38,1,1
678,F,Rio_de_Janeiro,mesa,860.0,44,0,0
679,F,Palmas,laptop_gamer,5300.0,37,0,1
680,M,Rio_de_Janeiro,laptop_gamer,5300.0,55,0,0
681,F,Salvador,laptop_básico,2300.0,76,0,1
682,M,Vitória,laptop_básico,2300.0,24,1,1
683,M,Vitória,xxx_231a,321.1352,71,0,1
684,F,Rio_de_Janeiro,monitor,1500.0,86,0,1
685,M,São_Paulo,cadeira,540.0,27,1,1
686,F,Salvador,xxx_231a,321.1352,63,0,1
687,F,Salvador,impressora,700.0,26,0,1
688,F,Palmas,laptop_básico,2300.0,36,1,1
689,M,Rio_de_Janeiro,laptop_básico,2300.0,42,1,1
690,M,Rio_de_Janeiro,laptop_básico,2300.0,61,1,1
691,F,Rio_de_Janeiro,cadeira,540.0,43,0,0
692,M,Rio_de_Janeiro,carregador,150.0,82,0,0
693,M,Rio_de_Janeiro,laptop_gamer,5300.0,23,0,0
694,F,Santa_Catarina,mouse,20.0,66,0,1
695,M,Curitiba,laptop_básico,2300.0,86,1,1
696,F,Curitiba,laptop_básico,2300.0,71,1,1
697,M,Rio_de_Janeiro,laptop_básico,2300.0,64,1,1
698,F,Salvador,mesa,860.0,63,1,1
699,M,Rio_de_Janeiro,laptop_básico,2300.0,81,0,0
700,M,Santa_Catarina,monitor,1500.0,53,0,1
701,F,Recife,monitor,1500.0,72,0,1
702,F,Brasília,mouse,20.0,53,0,1
703,F,Belo_Horizonte,laptop_básico,2300.0,20,1,0
704,M,Rio_de_Janeiro,laptop_básico,2300.0,63,1,1
705,M,Rio_de_Janeiro,laptop_básico,2300.0,58,1,1
706,M,Rio_de_Janeiro,impressora,700.0,49,0,0
707,F,Vitória,laptop_básico,2300.0,51,1,1
708,M,Palmas,impressora,700.0,45,0,1
709,F,Brasília,laptop_básico,2300.0,37,1,1
710,F,Recife,laptop_básico,2300.0,28,1,1
711,F,Rio_de_Janeiro,cadeira,540.0,60,1,1
712,F,Brasília,mouse,20.0,35,1,1
713,F,Recife,laptop_básico,2300.0,73,0,1
714,M,Rio_de_Janeiro,impressora,700.0,86,0,0
715,F,Rio_de_Janeiro,laptop_gamer,5300.0,28,0,0
716,F,Santa_Catarina,mouse,20.0,21,0,0
717,M,Rio_de_Janeiro,teclado,30.0,66,1,1
718,F,São_Paulo,monitor,1500.0,27,0,0
719,F,Rio_de_Janeiro,carregador,150.0,61,0,1
720,F,Brasília,mouse,20.0,49,0,1
721,F,Rio_de_Janeiro,laptop_básico,2300.0,40,0,0
722,M,Rio_de_Janeiro,laptop_básico,2300.0,35,1,1
723,F,Rio_de_Janeiro,xxx_231a,321.1352,43,0,0
724,M,Rio_de_Janeiro,laptop_básico,2300.0,27,1,1
725,M,Rio_de_Janeiro,monitor,1500.0,40,0,0
726,F,Rio_de_Janeiro,monitor,1500.0,49,0,0
727,M,Salvador,monitor,1500.0,38,0,1
728,M,Belo_Horizonte,mouse,20.0,62,1,1
729,M,Recife,impressora,700.0,48,0,1
730,F,Curitiba,mouse,20.0,21,0,1
731,F,Brasília,mouse,20.0,85,1,1
732,F,Recife,teclado,30.0,88,0,1
733,M,Rio_de_Janeiro,laptop_básico,2300.0,81,0,0
734,F,Belo_Horizonte,laptop_básico,2300.0,87,1,1
735,M,Rio_de_Janeiro,laptop_gamer,5300.0,77,0,0
736,M,Rio_de_Janeiro,laptop_básico,2300.0,50,0,0
737,F,Salvador,laptop_básico,2300.0,58,0,0
738,F,São_Paulo,carregador,150.0,32,1,1
739,M,Belo_Horizonte,carregador,150.0,52,0,1
740,F,Recife,laptop_básico,2300.0,87,1,1
741,F,Rio_de_Janeiro,mesa,860.0,86,1,1
742,M,Recife,laptop_gamer,5300.0,73,0,0
743,F,Palmas,laptop_básico,2300.0,40,1,1
744,F,Palmas,laptop_básico,2300.0,79,1,1
745,F,Recife,impressora,700.0,40,1,0
746,M,Rio_de_Janeiro,monitor,1500.0,83,0,0
747,M,Recife,laptop_básico,2300.0,65,1,1
748,F,Recife,cadeira,540.0,71,1,1
749,F,Belo_Horizonte,laptop_básico,2300.0,23,0,0
750,F,Salvador,teclado,30.0,60,1,1
751,F,Rio_de_Janeiro,impressora,700.0,33,1,1
752,F,Rio_de_Janeiro,laptop_básico,2300.0,37,0,0
753,M,Rio_de_Janeiro,teclado,30.0,84,0,0
754,F,São_Paulo,laptop_básico,2300.0,29,0,0
755,M,Curitiba,laptop_básico,2300.0,58,0,1
756,M,Palmas,mouse,20.0,63,0,1
757,M,Brasília,mouse,20.0,58,1,1
758,F,Rio_de_Janeiro,mouse,20.0,40,0,1
759,F,Brasília,laptop_básico,2300.0,37,1,1
760,F,Vitória,mesa,860.0,43,0,1
761,M,Recife,cadeira,540.0,48,0,1
762,M,Salvador,impressora,700.0,31,1,1
763,M,Rio_de_Janeiro,laptop_básico,2300.0,45,0,0
764,F,Vitória,mesa,860.0,49,0,1
765,M,Curitiba,laptop_básico,2300.0,62,1,1
766,F,Brasília,laptop_básico,2300.0,69,0,1
767,M,Salvador,mesa,860.0,64,1,1
768,F,Rio_de_Janeiro,laptop_básico,2300.0,67,1,0
769,F,São_Paulo,laptop_básico,2300.0,79,1,1
770,M,Rio_de_Janeiro,carregador,150.0,58,0,1
771,M,Salvador,laptop_básico,2300.0,78,0,0
772,M,Rio_de_Janeiro,impressora,700.0,53,0,1
773,O,Rio_de_Janeiro,mouse,20.0,50,0,0
774,F,Vitória,laptop_gamer,5300.0,64,0,0
775,M,Rio_de_Janeiro,laptop_básico,2300.0,41,0,0
776,M,Curitiba,laptop_básico,2300.0,74,1,0
777,M,Rio_de_Janeiro,cadeira,540.0,61,0,0
778,F,Salvador,laptop_básico,2300.0,88,1,1
779,M,Recife,carregador,150.0,79,1,1
780,F,Rio_de_Janeiro,laptop_básico,2300.0,26,0,0
781,M,Vitória,laptop_básico,2300.0,71,0,1
782,M,Rio_de_Janeiro,laptop_gamer,5300.0,54,1,1
783,M,Palmas,xxx_231a,321.1352,88,1,1
784,M,Rio_de_Janeiro,mesa,860.0,68,1,0
785,F,Recife,xxx_231a,321.1352,49,1,1
786,F,Palmas,mesa,860.0,45,1,1
787,F,Rio_de_Janeiro,laptop_básico,2300.0,43,0,0
788,M,Vitória,laptop_básico,2300.0,38,1,1
789,F,Vitória,laptop_básico,2300.0,74,1,1
790,F,Curitiba,laptop_gamer,5300.0,21,0,0
791,M,Rio_de_Janeiro,laptop_básico,2300.0,73,0,1
792,F,Rio_de_Janeiro,laptop_básico,2300.0,56,0,0
793,M,Brasília,laptop_básico,2300.0,66,0,1
794,F,Salvador,laptop_básico,2300.0,20,1,1
795,M,Rio_de_Janeiro,monitor,1500.0,31,0,1
796,M,Rio_de_Janeiro,xxx_231a,321.1352,44,1,1
797,M,Santa_Catarina,mouse,20.0,44,0,1
798,M,Rio_de_Janeiro,xxx_231a,321.1352,43,0,1
799,M,Brasília,mesa,860.0,58,0,1
800,F,São_Paulo,mouse,20.0,55,1,1
801,M,Brasília,laptop_básico,2300.0,48,0,1
802,M,Rio_de_Janeiro,cadeira,540.0,49,1,1
803,F,Rio_de_Janeiro,laptop_gamer,5300.0,29,0,0
804,F,Palmas,laptop_básico,2300.0,75,1,1
805,M,Rio_de_Janeiro,laptop_básico,2300.0,33,0,0
806,M,Santa_Catarina,teclado,30.0,20,0,1
807,F,Rio_de_Janeiro,laptop_básico,2300.0,82,0,0
808,M,Rio_de_Janeiro,laptop_básico,2300.0,85,0,0
809,M,Rio_de_Janeiro,teclado,30.0,61,0,1
810,M,Santa_Catarina,laptop_gamer,5300.0,25,0,0
811,F,Rio_de_Janeiro,cadeira,540.0,32,0,0
812,F,Rio_de_Janeiro,laptop_básico,2300.0,79,0,0
813,F,Belo_Horizonte,teclado,30.0,76,1,1
814,M,Rio_de_Janeiro,laptop_básico,2300.0,47,0,0
815,F,Santa_Catarina,laptop_básico,2300.0,71,0,1
816,M,Brasília,teclado,30.0,74,0,1
817,F,Belo_Horizonte,laptop_básico,2300.0,59,1,1
818,F,Palmas,cadeira,540.0,58,0,0
819,F,Rio_de_Janeiro,impressora,700.0,20,1,1
820,F,Rio_de_Janeiro,xxx_231a,321.1352,53,0,0
821,F,Rio_de_Janeiro,mouse,20.0,60,0,0
822,M,Belo_Horizonte,laptop_básico,2300.0,53,0,0
823,M,Rio_de_Janeiro,mesa,860.0,31,1,0
824,F,Rio_de_Janeiro,laptop_básico,2300.0,20,1,1
825,M,Belo_Horizonte,impressora,700.0,69,0,1
826,M,Vitória,cadeira,540.0,47,0,1
827,F,Recife,laptop_gamer,5300.0,36,0,0
828,M,Palmas,teclado,30.0,59,0,1
829,F,Rio_de_Janeiro,carregador,150.0,55,0,0
830,F,Rio_de_Janeiro,xxx_231a,321.1352,38,0,1
831,F,Rio_de_Janeiro,cadeira,540.0,46,0,0
832,M,Salvador,laptop_básico,2300.0,69,0,1
833,F,Rio_de_Janeiro,laptop_básico,2300.0,79,1,0
834,F,Brasília,mesa,860.0,68,0,1
835,F,Belo_Horizonte,laptop_básico,2300.0,86,0,1
836,M,São_Paulo,laptop_básico,2300.0,52,0,1
837,F,Rio_de_Janeiro,laptop_básico,2300.0,51,0,0
838,F,Brasília,impressora,700.0,51,0,1
839,F,Rio_de_Janeiro,laptop_básico,2300.0,20,1,0
840,M,Belo_Horizonte,laptop_básico,2300.0,47,0,1
841,F,Rio_de_Janeiro,laptop_básico,2300.0,49,1,1
842,M,Recife,mouse,20.0,80,0,1
843,F,Curitiba,laptop_básico,2300.0,63,0,1
844,M,Vitória,mouse,20.0,80,0,1
845,M,São_Paulo,laptop_gamer,5300.0,42,0,0
846,M,Santa_Catarina,carregador,150.0,59,0,1
847,M,Recife,impressora,700.0,62,0,1
848,F,Salvador,laptop_básico,2300.0,33,0,1
849,M,Belo_Horizonte,laptop_gamer,5300.0,82,0,0
850,F,Belo_Horizonte,laptop_gamer,5300.0,32,1,0
851,M,Curitiba,mouse,20.0,76,0,1
852,F,Rio_de_Janeiro,laptop_básico,2300.0,42,0,0
853,M,Rio_de_Janeiro,laptop_básico,2300.0,85,1,1
854,F,Belo_Horizonte,impressora,700.0,40,0,1
855,M,Rio_de_Janeiro,monitor,1500.0,71,1,1
856,M,Curitiba,xxx_231a,321.1352,66,0,1
857,M,São_Paulo,laptop_gamer,5300.0,40,1,1
858,M,Belo_Horizonte,impressora,700.0,41,0,1
859,M,Rio_de_Janeiro,mesa,860.0,35,1,1
860,M,Rio_de_Janeiro,teclado,30.0,80,1,1
861,F,Vitória,laptop_básico,2300.0,21,0,1
862,M,Curitiba,laptop_básico,2300.0,34,1,1
863,F,Rio_de_Janeiro,impressora,700.0,64,0,1
864,F,Santa_Catarina,teclado,30.0,58,0,1
865,M,Recife,laptop_básico,2300.0,78,1,1
866,F,Rio_de_Janeiro,cadeira,540.0,79,0,0
867,M,Rio_de_Janeiro,teclado,30.0,64,0,1
868,F,Salvador,laptop_básico,2300.0,78,1,1
869,F,Brasília,mesa,860.0,59,0,1
870,F,Rio_de_Janeiro,monitor,1500.0,36,0,0
871,F,Salvador,cadeira,540.0,61,1,1
872,F,Brasília,laptop_básico,2300.0,27,0,1
873,F,Brasília,mouse,20.0,63,0,1
874,M,São_Paulo,monitor,1500.0,45,0,1
875,M,Belo_Horizonte,laptop_básico,2300.0,71,0,1
876,F,Curitiba,mesa,860.0,84,1,1
877,F,Santa_Catarina,xxx_231a,321.1352,48,0,1
878,F,Rio_de_Janeiro,laptop_básico,2300.0,84,1,0
879,F,Salvador,mesa,860.0,52,1,1
880,F,Curitiba,laptop_básico,2300.0,64,1,1
881,F,Recife,laptop_básico,2300.0,65,1,1
882,M,Salvador,cadeira,540.0,61,0,1
883,F,Salvador,xxx_231a,321.1352,55,0,1
884,F,Belo_Horizonte,laptop_básico,2300.0,71,0,0
885,M,Brasília,laptop_básico,2300.0,50,0,1
886,F,Salvador,monitor,1500.0,23,1,1
887,F,Rio_de_Janeiro,xxx_231a,321.1352,34,1,1
888,M,Recife,laptop_básico,2300.0,75,0,1
889,M,Santa_Catarina,laptop_básico,2300.0,44,1,1
890,M,Vitória,laptop_básico,2300.0,20,1,1
891,M,Rio_de_Janeiro,monitor,1500.0,80,0,1
892,M,Curitiba,laptop_básico,2300.0,48,0,1
893,F,Rio_de_Janeiro,laptop_básico,2300.0,31,0,0
894,M,Rio_de_Janeiro,laptop_básico,2300.0,42,1,0
895,F,Recife,laptop_gamer,5300.0,23,1,0
896,M,São_Paulo,mouse,20.0,64,1,1
897,F,Belo_Horizonte,laptop_básico,2300.0,80,0,1
898,F,Santa_Catarina,laptop_básico,2300.0,23,0,0
899,F,Rio_de_Janeiro,laptop_básico,2300.0,47,1,0
900,F,Rio_de_Janeiro,laptop_gamer,5300.0,83,1,1
901,F,São_Paulo,mesa,860.0,72,1,1
902,M,Rio_de_Janeiro,laptop_básico,2300.0,29,1,1
903,M,Palmas,laptop_básico,2300.0,59,0,0
904,M,Vitória,laptop_básico,2300.0,26,1,1
905,M,Rio_de_Janeiro,mouse,20.0,81,0,0
906,F,Belo_Horizonte,laptop_básico,2300.0,38,1,1
907,M,Rio_de_Janeiro,impressora,700.0,26,0,0
908,F,Rio_de_Janeiro,impressora,700.0,68,1,1
909,F,Curitiba,carregador,150.0,53,1,1
910,M,Rio_de_Janeiro,xxx_231a,321.1352,47,0,0
911,M,Vitória,xxx_231a,321.1352,30,0,1
912,M,Palmas,mouse,20.0,66,0,1
913,M,Palmas,impressora,700.0,62,1,1
914,M,Rio_de_Janeiro,mouse,20.0,71,0,0
915,F,Salvador,mesa,860.0,32,1,1
916,F,Rio_de_Janeiro,laptop_básico,2300.0,48,1,1
917,F,Santa_Catarina,carregador,150.0,77,0,0
918,M,Recife,carregador,150.0,35,0,1
919,M,Brasília,laptop_básico,2300.0,61,1,1
920,F,Rio_de_Janeiro,laptop_gamer,5300.0,70,1,1
921,M,Belo_Horizonte,laptop_básico,2300.0,58,0,1
922,M,Belo_Horizonte,laptop_gamer,5300.0,71,0,0
923,M,Rio_de_Janeiro,laptop_básico,2300.0,40,0,0
924,F,Salvador,laptop_básico,2300.0,78,1,1
925,F,Santa_Catarina,impressora,700.0,60,1,1
926,F,Palmas,monitor,1500.0,32,0,1
927,F,Curitiba,laptop_básico,2300.0,37,0,1
928,M,Vitória,carregador,150.0,26,1,1
929,M,Rio_de_Janeiro,laptop_gamer,5300.0,48,0,0
930,M,Santa_Catarina,mouse,20.0,78,1,0
931,F,Rio_de_Janeiro,laptop_básico,2300.0,61,0,0
932,F,Rio_de_Janeiro,laptop_gamer,5300.0,47,0,1
933,M,Rio_de_Janeiro,laptop_gamer,5300.0,21,0,0
934,M,Rio_de_Janeiro,laptop_básico,2300.0,80,0,0
935,F,Rio_de_Janeiro,carregador,150.0,58,1,0
936,M,Rio_de_Janeiro,laptop_gamer,5300.0,84,0,1
937,F,Rio_de_Janeiro,laptop_básico,2300.0,70,0,0
938,F,Recife,laptop_básico,2300.0,21,1,1
939,M,Brasília,impressora,700.0,75,1,0
940,F,Rio_de_Janeiro,mesa,860.0,22,0,0
941,M,Vitória,mouse,20.0,47,0,1
942,M,Rio_de_Janeiro,laptop_básico,2300.0,34,0,1
943,F,Vitória,impressora,700.0,55,0,0
944,M,Salvador,teclado,30.0,49,0,1
945,M,Rio_de_Janeiro,cadeira,540.0,73,0,0
946,M,Rio_de_Janeiro,laptop_básico,2300.0,71,0,1
947,M,Palmas,laptop_básico,2300.0,61,1,1
948,M,São_Paulo,teclado,30.0,39,0,1
949,F,Rio_de_Janeiro,monitor,1500.0,71,0,0
950,F,Recife,laptop_básico,2300.0,48,0,1
951,M,Rio_de_Janeiro,laptop_básico,2300.0,35,1,0
952,M,Recife,laptop_básico,2300.0,58,1,1
953,F,São_Paulo,laptop_básico,2300.0,56,0,1
954,F,Rio_de_Janeiro,teclado,30.0,27,1,1
955,M,Rio_de_Janeiro,laptop_básico,2300.0,88,0,1
956,M,Rio_de_Janeiro,mouse,20.0,28,0,0
957,M,Salvador,laptop_básico,2300.0,40,1,1
958,F,Rio_de_Janeiro,mesa,860.0,77,0,0
959,M,Rio_de_Janeiro,laptop_básico,2300.0,35,0,1
960,M,Palmas,laptop_básico,2300.0,48,0,1
961,M,Vitória,laptop_básico,2300.0,60,0,1
962,M,Brasília,laptop_básico,2300.0,87,0,1
963,M,Brasília,mesa,860.0,68,1,1
964,M,Brasília,teclado,30.0,38,1,1
965,M,São_Paulo,laptop_básico,2300.0,35,1,1
